"rev_id","a","b","c","d","e","f","g","h","i","j","k","l","Undetermined"
508180112,0,0,1,0,0,0,0,0,0,0,0,0,1
508751802,0,0,1,0,0,0,0,0,0,0,0,0,1
508871143,0,1,0,0,1,0,0,0,0,0,0,0,0
508903894,0,1,0,0,1,0,0,0,0,0,0,0,0
508933723,0,1,0,0,1,0,0,0,0,0,0,0,0
508959229,0,1,0,0,1,0,0,0,0,0,0,0,0
509024431,0,1,0,0,1,0,0,0,0,0,0,0,0
510091195,0,0,1,0,1,0,0,0,0,0,0,0,0
514186876,0,1,0,0,0,0,0,0,0,0,0,0,0
514851912,1,0,0,0,0,0,0,0,0,0,0,0,1
515316701,0,1,1,0,1,0,0,0,0,0,0,0,1
515385670,0,0,0,0,0,0,0,0,0,0,0,0,1
515385835,0,1,0,0,0,0,0,0,0,0,0,0,1
515418273,0,0,0,0,1,0,0,0,0,0,0,0,1
516092813,0,0,0,0,0,0,0,0,0,0,0,0,1
516092973,0,0,0,0,0,1,0,0,0,0,0,0,0
516093084,0,0,0,0,0,1,0,0,0,0,0,0,0
516093244,0,0,0,0,0,1,0,0,0,0,0,0,1
517307771,0,0,0,0,0,0,0,0,0,0,0,0,1
519436799,0,1,0,0,0,0,0,0,0,0,0,0,0
520161848,0,0,0,0,0,0,0,0,0,0,0,0,1
524096094,0,0,0,0,0,0,0,0,1,0,0,0,0
524096115,0,0,0,0,0,0,0,0,0,1,0,0,0
524097002,0,0,0,0,0,0,0,0,1,0,0,0,0
524097057,0,0,0,0,0,0,0,0,0,1,0,0,0
525533558,0,0,0,0,0,0,0,0,0,0,0,0,1
526301718,0,0,0,0,0,0,0,0,0,0,0,0,1
526302406,0,1,0,0,0,0,0,0,0,0,0,0,0
528186721,0,1,1,0,0,0,0,0,0,0,0,0,0
529415573,0,0,1,0,0,0,0,0,0,0,0,0,0
530096791,0,0,0,0,0,0,0,0,0,0,0,0,1
6743581,0,0,0,1,0,0,0,0,0,0,0,0,0
9251915,0,0,1,0,0,0,0,0,0,0,0,0,0
9505130,0,1,0,0,0,1,1,0,0,0,0,0,1
9505137,0,1,1,0,0,0,0,1,0,0,0,0,1
9505146,0,0,0,0,0,1,0,0,0,0,0,0,0
9505181,0,0,1,0,0,0,0,0,0,0,0,0,0
9713741,0,0,0,0,0,0,0,0,0,0,1,0,0
10489608,0,1,0,0,0,0,0,0,0,0,0,0,1
16857868,0,0,0,0,0,0,0,0,0,0,1,0,0
19932842,0,0,0,0,0,0,0,1,0,0,0,0,0
74099190,0,0,0,0,0,0,0,1,0,0,0,0,0
153565132,0,0,1,0,0,0,1,0,0,0,0,0,0
164829223,0,1,1,0,0,0,0,0,0,0,0,0,0
166618354,0,0,0,0,0,0,0,0,0,0,0,0,1
183723951,0,0,0,0,0,1,0,0,0,0,0,0,0
183829445,0,0,1,0,0,0,0,0,0,0,0,0,0
183829498,0,0,1,0,0,0,0,0,0,0,0,0,0
196743785,0,0,1,0,0,0,0,0,0,0,0,0,0
214394238,0,1,1,0,0,0,0,0,0,0,0,0,1
214451198,0,0,0,0,0,0,0,0,0,0,0,0,1
217661689,0,1,1,0,0,0,0,0,0,0,0,0,0
227779550,0,1,1,0,0,0,0,0,0,0,0,0,0
232287766,0,1,1,0,0,0,0,0,0,0,0,0,0
235323496,0,0,0,0,0,0,1,0,0,0,0,0,0
249205419,0,1,1,0,0,0,0,0,0,0,0,0,0
249205480,0,0,0,0,0,0,0,0,0,0,0,0,1
255188642,0,0,0,0,0,0,0,0,0,0,1,0,1
300371809,0,0,1,0,0,0,0,0,0,0,0,0,1
320001309,0,0,0,0,0,1,0,1,0,0,0,0,0
320001557,0,0,0,0,0,1,0,0,0,0,0,0,0
320007712,0,0,0,1,0,0,0,0,0,0,0,0,0
320008762,0,0,1,0,0,1,1,0,0,0,0,0,1
320023990,0,0,0,0,0,0,0,0,0,0,0,1,0
329687726,0,0,1,0,0,0,1,0,0,0,0,0,0
329980053,0,1,1,0,0,0,0,0,0,0,0,0,0
330031773,1,0,1,0,1,0,0,1,0,0,0,0,0
367745028,0,1,1,0,0,0,0,0,0,0,0,0,0
367745109,0,0,0,0,0,0,0,0,0,0,1,0,0
428603399,0,0,0,0,0,1,0,0,0,0,0,0,0
480003154,0,1,1,0,0,0,0,0,0,0,0,0,1
480003306,0,0,0,0,0,0,0,0,0,0,0,0,1
480003405,0,0,0,0,0,1,0,0,0,0,0,0,0
487100059,0,0,0,0,0,0,0,0,0,0,0,0,1
487100069,0,0,0,0,0,0,0,0,0,1,0,0,0
7120963,0,0,0,1,0,0,0,0,0,0,0,0,0
7120998,1,1,1,0,0,0,1,0,0,0,1,0,0
7121128,0,1,1,0,0,0,1,0,0,0,0,0,1
7121372,0,1,1,0,0,0,0,0,0,0,0,0,0
7121414,0,1,1,0,0,0,0,0,0,0,1,0,0
7121428,1,0,1,0,0,0,0,0,0,0,0,0,1
7122144,0,0,1,0,0,0,0,0,0,0,0,1,1
7122157,0,1,1,0,0,0,0,0,0,0,0,0,0
7123130,0,0,1,0,0,0,1,0,0,0,0,0,0
7124583,0,0,1,0,0,0,0,0,0,0,0,0,1
7127077,0,0,0,0,0,0,0,0,0,0,1,0,1
7133428,1,0,1,0,0,0,0,0,0,0,0,0,1
7133657,0,0,0,0,0,0,0,0,0,0,0,0,1
7169572,0,0,0,0,0,0,0,0,0,0,0,0,1
7173741,0,0,0,0,0,1,0,0,0,0,0,0,0
7184816,0,0,1,0,0,0,0,0,0,0,0,0,0
7184850,0,0,0,0,0,1,0,0,0,0,0,0,0
7201941,1,0,1,0,0,0,0,0,0,0,0,0,1
7211634,0,0,0,0,0,0,0,1,0,0,0,0,0
7232561,0,0,0,0,0,1,0,0,0,0,0,0,0
12491774,0,1,1,0,0,0,0,0,0,0,0,0,0
12492289,1,1,1,0,1,0,1,0,0,0,0,0,1
15394090,1,0,1,0,0,0,0,0,0,0,0,0,1
16897136,0,0,0,0,0,0,0,0,0,0,1,0,1
18548865,0,0,0,0,0,0,0,0,0,0,0,0,1
18549233,0,0,0,0,0,0,0,0,0,1,0,0,0
20409372,0,0,0,0,0,0,0,0,1,0,0,0,0
20409640,0,0,0,0,0,0,0,0,1,0,0,0,0
20410031,0,0,0,0,0,0,0,0,0,1,0,0,0
21047068,0,0,0,0,0,0,0,0,0,0,0,0,1
21355997,0,0,1,0,0,0,1,0,0,0,0,0,0
23384616,0,0,1,0,0,0,0,0,0,0,0,0,0
23610809,0,0,0,0,0,0,0,0,0,0,0,0,1
23740850,0,0,0,0,0,0,0,0,0,0,1,0,1
27281222,0,0,0,0,0,0,0,0,0,0,1,0,1
27890376,0,0,0,0,0,0,0,0,0,0,0,0,1
28106768,0,0,0,0,0,1,0,0,0,0,1,0,1
28106811,0,0,0,0,0,0,0,0,0,0,1,0,1
33129377,0,0,0,0,0,0,0,0,0,0,0,0,1
33424090,0,0,1,0,0,0,1,0,0,0,0,0,0
34063168,0,0,0,0,0,0,0,0,1,0,0,0,0
34315191,0,0,0,0,0,0,0,0,0,0,1,0,1
36050919,0,1,0,0,1,0,0,0,0,0,0,0,0
36051219,1,0,1,0,0,0,0,0,0,0,0,0,1
36051444,0,1,1,0,0,0,0,0,0,0,0,0,0
36892353,0,0,1,0,0,0,1,0,0,0,0,0,0
36897152,0,0,0,0,0,0,0,0,0,0,0,0,1
38346663,0,0,0,0,0,0,1,0,0,0,0,0,0
38718556,1,0,1,0,0,0,0,0,0,0,0,0,1
38992549,0,1,1,0,0,0,0,0,0,0,0,0,0
40817239,0,0,0,0,0,0,0,0,1,0,0,0,0
40817327,0,0,0,0,0,0,0,0,0,0,0,0,1
41134435,1,1,1,0,0,0,1,0,0,0,1,0,1
44322844,0,1,1,0,0,0,0,0,0,0,0,0,0
44331932,0,1,0,0,0,0,0,0,0,0,0,0,0
44384075,0,0,0,0,1,0,0,0,0,0,0,0,0
44476535,0,1,0,0,0,0,0,0,0,0,0,0,0
44537503,0,0,1,0,0,0,0,1,0,0,1,0,0
44537532,0,0,0,0,0,1,0,0,0,0,0,0,0
45528945,0,0,0,0,0,0,0,0,0,0,0,0,1
45529347,0,0,0,0,0,0,0,0,0,0,0,0,1
46268863,0,0,0,0,0,0,0,0,1,0,0,0,0
46269054,0,0,0,0,0,0,0,0,0,1,0,0,0
46488873,0,0,0,0,0,0,0,0,0,0,0,0,1
46488937,0,0,0,0,0,0,1,0,0,0,0,0,0
46492398,0,0,0,0,0,0,0,0,0,0,0,0,1
47017022,0,1,1,0,0,0,0,0,0,0,0,0,1
47017109,0,0,0,0,0,1,0,0,0,0,0,0,0
47017574,0,0,0,0,0,0,0,0,0,0,0,0,1
47024253,0,0,1,0,1,0,0,0,0,0,0,0,1
47629914,0,0,0,0,0,0,0,0,0,0,0,0,1
47843140,0,1,1,0,0,0,0,0,0,0,0,0,0
48243925,0,0,0,0,0,0,1,0,0,0,0,0,1
48703972,0,0,0,0,0,0,0,0,0,0,0,0,1
49033782,0,0,0,0,0,0,1,0,0,0,0,0,0
49406554,0,0,0,0,0,0,0,0,0,0,0,0,1
49406575,0,0,0,0,0,0,0,0,0,0,0,0,1
49468546,0,0,0,0,0,0,0,0,0,0,0,0,1
52980306,0,0,0,0,0,0,1,0,0,0,0,0,0
53615885,0,0,1,0,0,0,1,0,0,0,0,0,0
54333861,0,1,1,0,0,0,0,0,0,0,1,0,0
54489935,0,0,1,0,1,0,1,0,0,0,1,0,1
54490002,0,0,0,0,0,0,0,0,0,0,0,0,1
54490030,0,1,0,0,0,0,0,0,0,0,0,0,0
55828299,0,0,0,0,0,1,0,0,0,0,0,0,0
56003993,0,0,0,0,0,0,0,0,0,0,0,0,1
56812050,0,0,0,0,0,0,0,1,0,0,0,0,0
56869309,0,0,0,0,0,1,0,0,0,0,0,0,0
58158196,0,0,1,0,1,0,0,0,0,0,1,0,1
59688105,0,1,1,0,0,0,0,1,0,0,0,0,0
61082841,0,0,0,0,0,0,0,1,0,0,0,0,0
64331889,0,1,1,0,0,0,0,0,0,0,0,0,0
67087138,0,0,0,0,0,0,1,0,0,0,0,0,0
68437867,0,0,1,0,0,0,0,0,0,0,0,0,0
69046586,1,0,1,0,0,0,0,0,0,0,0,0,1
71486995,0,1,1,0,0,0,0,0,0,0,0,0,0
71487089,0,0,0,0,0,0,0,0,0,0,0,0,1
71487261,0,0,0,0,0,0,0,0,0,0,0,0,1
71487636,0,0,0,0,0,0,0,0,0,0,0,0,1
72232562,0,1,0,0,0,0,0,0,0,0,0,0,0
72232623,0,0,0,0,0,1,0,0,0,0,0,0,0
72232893,0,1,0,0,0,0,0,0,0,0,0,0,0
72540505,0,0,1,0,0,0,0,0,0,0,0,0,0
73079286,0,0,1,0,0,0,1,0,0,0,0,0,1
74345735,0,0,1,0,0,0,1,0,0,0,0,0,0
77534807,0,1,1,0,0,0,0,0,0,0,0,0,1
77978083,0,0,1,0,0,1,0,0,0,0,0,0,0
79454960,0,0,0,0,0,1,0,0,0,0,0,0,0
82528290,0,1,0,0,1,0,0,0,0,0,1,0,0
82528426,0,0,0,0,0,0,0,0,0,0,0,0,1
82528496,0,0,0,0,0,0,0,0,0,0,0,0,1
86470626,0,0,1,0,0,0,0,0,0,0,0,0,1
86999376,0,0,0,0,0,0,0,0,1,0,0,0,0
87000442,0,0,0,0,0,0,0,0,0,1,0,0,0
87248441,0,0,0,0,0,0,0,0,1,0,0,0,0
87652116,0,0,0,0,0,0,0,0,1,0,0,0,0
87652216,0,0,1,0,0,0,0,0,0,0,0,0,0
87751291,0,0,0,0,0,0,0,0,0,1,0,0,0
87751457,0,1,0,0,1,0,0,0,0,0,1,0,0
87794719,0,0,0,0,0,0,0,0,1,0,0,0,0
87847644,0,0,0,0,0,0,0,0,0,1,0,0,0
90743468,0,0,0,0,0,0,0,0,1,0,0,0,0
90744321,0,0,0,0,0,0,0,0,0,1,0,0,0
91562634,0,0,0,0,0,0,0,0,1,0,0,0,0
91562644,0,0,0,0,0,0,0,0,0,1,0,0,0
99527466,0,0,0,0,0,0,0,0,1,0,0,0,0
99529306,0,0,0,0,0,0,0,0,0,1,0,0,0
100197985,0,0,1,0,0,0,0,0,0,0,0,0,1
100753216,0,0,0,0,0,0,0,0,1,0,0,0,0
100793763,0,0,0,0,0,0,0,0,0,1,0,0,0
105115973,0,0,0,0,0,0,0,0,0,0,1,0,1
107457473,0,0,1,0,0,0,1,0,0,0,0,0,0
107457638,0,0,0,0,0,0,0,0,0,1,0,0,0
108546859,0,0,0,0,0,0,1,0,0,0,0,0,0
110281995,0,1,0,0,1,0,0,0,0,0,0,0,0
112428247,0,0,1,0,0,0,1,0,0,0,0,0,0
116017106,0,1,1,0,1,0,1,0,0,0,0,0,0
116237487,0,0,0,0,0,0,1,0,0,0,0,0,0
117509971,0,0,1,0,0,0,1,0,0,0,0,0,1
118522607,0,0,0,0,0,0,0,0,0,0,0,1,0
119678680,0,0,0,0,0,0,0,0,0,0,0,0,1
119679672,1,0,1,0,0,0,1,0,0,0,0,0,0
119679917,0,0,0,0,0,0,1,0,0,0,0,0,1
119680097,0,0,0,0,0,0,0,0,0,0,0,0,1
119680199,0,1,0,0,0,0,0,0,0,0,0,0,0
119680313,1,0,1,0,0,0,0,0,0,0,0,0,0
119683086,1,1,1,0,0,0,0,0,0,0,0,0,0
119683518,0,0,1,0,1,0,1,0,0,0,0,0,1
119683700,1,0,1,0,0,0,1,0,0,0,0,0,0
119702232,0,0,0,0,0,0,0,0,0,0,0,1,0
120700494,0,0,0,0,0,1,0,0,0,0,0,0,0
120901108,0,0,0,0,0,0,0,0,1,0,0,0,0
120901705,0,0,0,0,0,0,0,0,1,0,0,0,0
121649227,0,0,0,0,0,0,0,0,0,1,0,0,0
121894203,0,0,0,0,0,0,0,0,0,0,0,0,1
121894231,0,0,0,0,0,0,0,0,0,0,0,0,1
123453921,0,0,0,0,0,0,0,0,1,0,0,0,0
124194299,1,0,1,0,0,0,0,0,0,0,0,0,0
126055896,0,0,1,0,0,0,0,0,0,0,0,0,1
126111270,0,0,0,0,0,0,0,0,0,1,0,0,1
132579643,0,0,0,0,0,0,0,0,1,0,0,0,0
132580113,0,0,0,0,0,0,0,0,0,0,0,0,1
132580987,0,0,0,0,0,0,0,0,1,0,0,0,0
132581412,0,0,0,0,0,0,0,0,1,0,0,0,0
132581433,0,0,0,0,0,0,1,0,0,0,0,0,0
132581650,0,0,0,0,0,0,0,0,0,1,0,0,0
132698897,0,0,0,0,0,0,0,0,0,1,0,0,0
133975749,0,0,0,0,0,0,0,0,1,0,0,0,0
135397515,0,1,0,0,1,0,0,0,0,0,0,0,0
136914399,0,0,0,0,0,0,0,0,1,0,0,0,0
137316457,0,0,0,0,0,0,0,0,1,0,0,0,0
137317539,0,0,0,0,0,0,0,0,1,0,0,0,0
137317790,0,0,0,0,0,0,0,0,0,0,0,0,1
137318275,0,0,0,0,0,0,0,0,1,0,0,0,0
137318397,0,0,0,0,0,0,0,0,0,1,0,0,0
137856035,0,1,1,0,0,0,0,0,0,0,1,0,0
138409359,0,0,0,0,0,0,0,0,0,1,0,0,0
138483180,0,0,0,0,0,0,0,0,1,0,0,0,0
138640064,0,0,0,0,0,0,0,0,0,1,0,0,0
138712724,0,0,0,0,0,0,0,0,0,1,0,0,0
138913681,0,1,1,0,0,0,0,0,0,0,0,0,1
138913749,0,0,0,0,0,0,0,0,0,0,0,0,1
138913857,0,0,1,0,1,0,0,0,0,0,0,0,0
138914591,0,1,0,0,0,0,0,0,0,0,0,0,0
138914642,0,0,0,0,0,0,0,0,0,1,0,0,0
138915035,0,1,1,0,0,0,0,0,0,0,0,0,0
138915185,0,1,0,0,0,0,0,0,0,0,0,0,0
138915562,0,0,0,0,0,0,1,0,0,0,0,0,0
138915803,0,0,0,0,0,0,1,0,0,0,0,0,0
138982018,0,0,0,0,0,1,0,0,0,0,0,0,0
139105846,0,1,0,0,0,0,0,0,0,0,0,0,0
139559043,0,0,0,0,0,1,0,0,0,0,0,0,0
140719674,0,0,0,0,0,0,0,0,0,0,0,0,1
143052292,0,0,0,0,0,0,0,0,0,0,0,0,1
143469961,0,0,0,0,0,0,0,0,1,0,0,0,0
143470082,0,0,0,0,0,0,0,0,0,1,0,0,0
144105274,0,0,0,0,0,0,0,0,1,0,0,0,0
144105311,0,0,0,0,0,0,0,0,0,0,0,0,1
144105380,0,0,0,0,0,0,0,0,0,1,0,0,0
144431745,0,0,0,0,0,0,0,0,1,0,0,0,0
144517432,0,0,0,0,0,0,0,0,0,1,0,0,0
144835304,0,0,0,0,0,0,0,0,0,0,0,0,1
146538693,0,1,1,0,0,0,0,0,0,0,0,0,0
146538737,0,0,1,0,0,0,0,0,0,0,0,0,0
146538824,0,0,1,0,0,0,0,0,0,0,0,0,0
146741911,0,1,1,0,0,0,0,0,0,0,0,0,0
148629380,0,1,0,0,1,0,0,0,0,0,0,0,0
149034824,0,0,1,0,0,0,0,0,0,0,0,0,0
149035028,0,0,1,0,0,0,0,0,0,0,0,0,0
149035116,0,0,1,0,0,0,0,0,0,0,0,0,0
151014221,0,1,0,0,1,0,0,0,0,0,0,0,0
152506726,0,0,0,0,1,0,0,0,0,0,0,0,0
152553912,0,1,0,0,0,0,0,0,0,0,0,0,0
152565912,0,0,0,0,1,0,0,0,0,0,0,0,0
157451867,0,0,1,0,0,0,1,0,0,0,0,0,1
158653855,0,0,0,0,0,0,0,0,1,0,0,0,0
162173942,0,0,0,0,0,0,0,0,1,0,0,0,0
162176275,0,0,0,0,0,0,0,0,0,1,0,0,0
162180478,0,0,0,0,0,0,0,0,1,0,0,0,0
162180569,0,0,0,0,0,0,0,0,0,1,0,0,0
162587759,0,0,1,0,1,1,1,0,0,0,0,0,1
162587822,0,0,0,0,0,0,0,0,0,0,0,0,1
162587872,0,0,1,0,0,0,0,0,0,0,0,0,1
162734480,0,0,1,0,0,0,0,0,0,0,0,0,1
162793191,0,0,0,0,0,0,0,0,1,0,0,0,0
162793221,0,0,0,0,0,0,0,0,0,1,0,0,0
164743398,0,0,0,0,0,0,0,0,1,0,0,0,0
164744730,0,0,0,0,0,0,0,0,1,0,0,0,0
164745862,0,0,0,0,0,0,0,0,1,0,0,0,0
164827887,0,0,0,0,0,0,0,0,0,0,0,0,1
164829024,0,0,0,0,0,0,0,0,0,1,0,0,0
164829224,0,0,0,0,0,0,0,0,0,1,0,0,0
164873311,0,0,0,0,0,0,0,0,0,1,0,0,0
164873527,0,0,0,0,0,0,0,0,0,1,0,0,0
165014037,0,0,0,0,0,0,0,0,1,0,0,0,0
165014251,0,0,0,0,0,0,0,0,1,0,0,0,0
165519109,0,0,0,0,0,0,0,0,0,1,0,0,0
165666766,0,0,0,0,0,0,0,0,0,1,0,0,0
165667177,0,0,0,0,1,0,0,0,0,0,0,0,0
165667376,0,0,1,0,1,0,0,0,0,0,0,0,1
165812675,0,0,0,0,0,0,0,0,0,0,0,0,1
168878676,0,0,0,0,0,0,0,0,1,0,0,0,0
168878691,0,0,0,0,0,0,0,0,0,1,0,0,0
176942792,0,0,0,0,0,0,0,0,0,0,0,0,1
176962094,0,0,0,0,0,0,0,0,0,0,0,0,1
177833148,0,0,0,0,0,0,0,0,0,0,0,0,1
180269616,0,0,1,0,0,0,0,0,0,0,0,0,0
182019325,0,0,1,0,0,0,0,0,0,0,1,0,0
183482956,0,0,1,0,1,0,0,0,0,0,0,1,1
184373475,0,1,1,0,0,0,0,0,0,0,0,0,1
184374683,0,0,1,0,0,0,0,0,0,0,0,0,0
184390330,0,1,1,0,0,0,0,0,0,0,1,0,1
184390870,0,0,1,0,0,0,0,0,0,0,1,0,0
185461965,0,0,1,0,0,0,0,0,0,0,0,1,0
185462090,0,0,1,0,1,0,0,0,0,0,0,0,1
185669866,0,1,1,0,0,0,0,0,0,0,0,0,0
190277932,0,0,0,0,0,0,0,0,1,0,0,0,0
190381351,0,0,0,0,0,0,0,0,0,1,0,0,0
190404629,0,0,0,0,0,0,0,0,1,0,0,0,0
190428230,0,0,0,0,0,0,0,0,0,1,0,0,0
190454383,0,0,0,0,0,0,0,0,1,0,0,0,0
190454548,0,0,0,0,0,0,0,0,1,0,0,0,0
190455748,0,0,0,0,0,0,0,0,1,0,0,0,0
190455758,0,0,0,0,0,0,0,0,0,1,0,0,0
190791407,0,0,0,0,0,0,0,0,1,0,0,0,0
190791720,0,0,0,0,0,0,0,0,0,1,0,0,0
192896762,0,0,0,0,0,0,0,0,1,0,0,0,0
192896871,0,0,0,0,0,0,0,0,1,0,0,0,0
193114861,0,0,0,0,0,0,0,0,0,0,0,0,1
193114933,0,0,0,0,0,0,0,0,1,0,0,0,0
193114964,0,0,0,0,0,0,0,0,0,1,0,0,0
193115153,0,0,0,0,0,0,0,0,0,0,0,0,1
193115360,0,0,0,0,0,0,0,0,1,0,0,0,0
193117022,0,0,0,0,0,0,0,0,0,0,0,0,1
193119142,0,0,0,0,0,0,0,0,1,0,0,0,0
193174841,0,0,0,0,0,0,0,0,0,1,0,0,0
198350521,0,0,0,0,0,0,0,0,1,0,0,0,0
198935307,0,1,1,0,0,0,0,0,0,0,0,0,0
199294839,0,0,0,0,0,0,0,0,0,1,0,0,0
202016442,0,1,1,0,0,1,0,0,0,0,0,0,0
204870557,0,1,0,0,0,0,0,0,0,0,0,0,0
207255729,0,0,0,0,0,1,0,0,0,0,0,0,0
207439778,0,0,1,0,0,0,0,0,0,0,0,0,0
208851657,0,0,0,0,0,0,0,0,0,0,0,0,1
209801965,0,0,0,0,1,0,0,0,0,0,0,0,1
211753490,0,0,0,0,0,1,0,0,0,0,0,0,0
212400927,0,0,0,0,0,0,0,0,1,0,0,0,0
212400966,0,0,0,0,0,0,0,0,0,1,0,0,0
212401146,0,0,0,0,0,0,0,0,1,0,0,0,0
212401275,0,0,0,0,0,0,0,0,0,1,0,0,0
212402390,0,0,0,0,0,0,0,0,1,0,0,0,0
212402423,0,0,0,0,0,0,0,0,0,1,0,0,0
212404608,0,0,0,0,0,0,0,0,1,0,0,0,0
212404648,0,0,0,0,0,0,0,0,0,1,0,0,0
213067963,0,0,0,0,0,0,0,0,1,0,0,0,0
213136397,0,0,0,0,0,0,0,0,0,1,0,0,0
216456535,0,0,0,0,0,0,0,0,1,0,0,0,0
217663433,0,0,0,0,0,0,0,0,1,0,0,0,0
217663447,0,0,0,0,0,0,0,0,0,1,0,0,0
217663553,0,0,0,0,0,0,0,0,1,0,0,0,0
217663560,0,0,0,0,0,0,0,0,0,1,0,0,0
217792738,0,0,0,0,0,0,0,0,1,0,0,0,0
217844868,0,0,0,0,0,0,0,0,0,1,0,0,0
222221894,0,0,1,0,0,0,0,0,0,0,1,0,0
223030509,0,0,0,0,0,0,0,0,1,0,0,0,0
223031313,0,0,0,0,0,0,0,0,0,1,0,0,0
224516078,0,0,1,0,1,0,0,0,0,0,0,0,0
225312384,0,0,0,0,0,0,0,0,0,0,1,0,1
227715308,0,1,1,0,0,0,0,0,0,0,0,0,0
228904026,0,0,0,0,0,0,0,0,1,0,0,0,0
228906496,0,0,0,0,0,0,0,0,0,1,0,0,0
230558963,0,0,0,0,0,0,0,0,0,1,0,0,0
233111017,0,1,1,0,0,0,1,0,0,0,0,1,0
234424000,0,1,1,0,0,0,0,0,0,0,0,0,0
236684018,0,0,1,0,0,0,0,0,0,0,0,0,0
238375896,0,0,0,0,0,0,0,0,1,0,0,0,0
238375913,0,0,0,0,0,0,0,0,0,1,0,0,0
238712844,0,0,0,0,0,0,0,0,1,0,0,0,0
238941280,0,0,0,0,0,0,0,0,0,1,0,0,0
240020245,0,0,0,0,0,0,0,0,0,0,0,0,1
240613814,0,1,0,0,1,0,0,0,0,0,0,0,1
243049786,0,0,0,0,0,0,0,0,1,0,0,0,0
243049818,0,0,0,0,0,0,0,0,0,1,0,0,0
243587425,0,0,0,0,0,0,0,0,1,0,0,0,0
243587654,0,0,0,0,0,0,0,0,1,0,0,0,0
243617502,0,0,0,0,0,0,0,0,0,1,0,0,0
245116838,0,0,1,0,0,0,0,0,0,0,0,0,1
247549099,0,0,0,0,0,1,0,0,0,0,0,0,0
247549125,0,0,0,0,0,1,0,0,0,0,0,0,0
247549141,0,0,1,0,0,0,0,0,0,0,0,0,1
251656944,0,0,1,0,0,0,0,0,0,0,0,0,0
251841535,0,0,0,0,0,0,0,0,1,0,0,0,0
251842768,0,0,0,0,0,0,0,0,1,0,0,0,0
251842986,0,0,0,0,0,0,0,0,0,1,0,0,0
252443046,0,0,0,0,0,0,0,0,0,0,0,0,1
252443332,0,0,0,0,0,1,0,0,0,0,0,0,0
257826120,0,1,0,0,0,0,0,0,0,0,0,0,0
259406432,0,0,0,0,1,0,0,0,0,0,0,0,0
263916105,0,1,0,0,0,0,0,0,0,0,0,0,0
264182194,0,1,0,0,0,0,0,0,0,0,0,0,0
264369320,0,1,1,0,0,0,0,0,0,0,0,0,1
269170190,0,1,0,0,1,0,0,0,0,0,0,0,1
272001268,0,0,0,0,0,0,0,0,0,0,0,0,1
272001302,0,0,0,0,0,0,0,0,0,0,0,0,1
274618941,0,1,0,0,0,0,0,0,0,0,0,0,0
275122369,0,1,0,0,1,0,0,0,0,0,0,0,0
275122459,0,0,1,0,0,0,0,0,0,0,0,0,0
277106508,0,1,0,0,1,0,0,0,0,0,1,0,1
282869149,0,0,0,0,0,0,0,0,1,0,0,0,0
282869157,0,0,0,0,0,0,0,0,0,1,0,0,0
282869314,0,0,0,0,0,0,0,0,1,0,0,0,0
282869482,0,0,0,0,0,0,0,0,0,1,0,0,0
282869631,0,0,0,0,0,0,0,0,1,0,0,0,0
282871110,0,0,0,0,0,0,0,0,0,1,0,0,0
283038711,0,0,0,0,0,1,0,0,0,0,0,0,0
283038822,0,0,1,0,0,0,0,1,0,0,1,0,1
283246146,0,1,0,0,0,0,0,0,0,0,0,0,0
283255831,0,0,0,0,0,0,0,0,1,0,0,0,0
283255837,0,0,0,0,0,0,0,0,0,1,0,0,0
283384192,0,0,0,0,0,0,0,0,0,0,0,0,1
284053786,0,1,0,0,0,0,0,0,0,0,0,0,0
284064818,0,1,1,0,0,0,0,0,0,0,0,0,0
284133891,0,0,1,0,0,0,0,0,0,0,0,0,1
284600916,0,0,0,0,0,0,0,0,0,0,0,0,1
284688169,0,0,0,0,1,0,0,1,0,0,0,0,1
284834298,0,1,1,0,0,0,0,0,0,0,0,0,0
284882640,0,0,0,0,0,0,0,0,1,0,0,0,0
284882685,0,0,0,0,0,0,0,0,0,0,0,0,1
284883163,0,0,0,0,0,0,0,0,0,1,0,0,0
285129924,0,1,1,0,0,0,0,0,0,0,1,0,1
285580795,0,1,1,0,0,0,0,0,0,0,0,0,0
286751481,1,0,1,0,0,0,0,1,0,0,0,0,1
286752079,1,1,1,0,0,0,0,0,0,0,0,0,1
289109033,0,1,0,0,0,0,0,0,0,0,0,0,0
289159699,0,1,0,0,0,0,0,0,0,0,0,0,0
289191508,0,0,0,0,0,0,0,0,0,0,1,0,1
289197860,0,0,0,0,0,1,0,0,0,0,0,0,0
291180580,0,0,0,0,0,1,0,0,0,0,0,0,0
293084534,0,1,0,0,0,0,0,0,0,0,0,0,0
294113026,0,0,0,0,0,0,0,0,0,0,0,0,1
295032393,0,0,1,0,0,0,0,0,0,0,1,0,1
295032599,0,0,0,0,0,0,0,0,0,0,1,0,1
295032715,0,0,0,0,0,1,0,1,0,0,0,0,0
295032820,0,0,1,0,0,0,0,0,0,0,0,0,0
295400750,0,0,0,0,0,1,0,0,0,0,0,0,0
295400870,0,0,0,0,0,0,0,0,0,0,1,0,1
296496768,0,1,0,0,1,0,0,0,0,0,0,0,0
299744502,0,1,0,0,1,0,0,0,0,0,0,0,0
299744570,0,0,1,0,0,0,0,0,0,0,0,0,0
302885769,0,0,0,0,0,1,0,0,0,0,0,0,0
